,phage,host
4850,mg592559.1,vibrio sp. 10n.2
4851,mg592567.1,vibrio sp. 10n.2
4852,mg592569.1,vibrio sp. 10n.2
4853,mg592572.1,vibrio sp. 10n.2
4854,mg592575.1,vibrio sp. 10n.2
4855,mg592578.1,vibrio sp. 10n.2
4856,mg592580.1,vibrio sp. 10n.2
4857,mg592583.1,vibrio sp. 10n.2
4858,mg592590.1,vibrio sp. 10n.2
4859,mg592593.1,vibrio sp. 10n.2
4860,mg592596.1,vibrio sp. 10n.2
4861,mg592601.1,vibrio sp. 10n.2
4862,mg592608.1,vibrio sp. 10n.2
4863,mg592609.1,vibrio sp. 10n.2
4864,mg592612.1,vibrio sp. 10n.2
4865,mg592614.1,vibrio sp. 10n.2
4866,mg592615.1,vibrio sp. 10n.2
4867,mg592624.1,vibrio sp. 10n.2
4868,mg592627.1,vibrio sp. 10n.2
4869,mg592629.1,vibrio sp. 10n.2
4870,mg592632.1,vibrio sp. 10n.2
4871,mg592633.1,vibrio sp. 10n.2
4872,mg592636.1,vibrio sp. 10n.2
4873,mg592638.1,vibrio sp. 10n.2
4874,mg592645.1,vibrio sp. 10n.2
4875,mg592648.1,vibrio sp. 10n.2
4876,mg592649.1,vibrio sp. 10n.2
4877,mg592650.1,vibrio sp. 10n.2
4878,mg592654.1,vibrio sp. 10n.2
4879,mg592657.1,vibrio sp. 10n.2
4880,mg592663.1,vibrio sp. 10n.2
4881,mg592667.1,vibrio sp. 10n.2
4882,mg592668.1,vibrio sp. 10n.2
4883,mg592672.1,vibrio sp. 10n.2
4884,mg592390.1,vibrio sp. 10n.3
4885,mg592392.1,vibrio sp. 10n.3
4886,mg592393.1,vibrio sp. 10n.3
4887,mg592394.1,vibrio sp. 10n.3
4888,mg592398.1,vibrio sp. 10n.3
4889,mg592400.1,vibrio sp. 10n.3
4890,mg592406.1,vibrio sp. 10n.3
4891,mg592408.1,vibrio sp. 10n.3
4892,mg592411.1,vibrio sp. 10n.3
4893,mg592413.1,vibrio sp. 10n.3
4894,mg592414.1,vibrio sp. 10n.3
4895,mg592415.1,vibrio sp. 10n.3
4896,mg592417.1,vibrio sp. 10n.3
4897,mg592418.1,vibrio sp. 10n.3
4898,mg592421.1,vibrio sp. 10n.3
4899,mg592422.1,vibrio sp. 10n.3
4900,mg592424.1,vibrio sp. 10n.3
4901,mg592426.1,vibrio sp. 10n.3
4902,mg592427.1,vibrio sp. 10n.3
4903,mg592429.1,vibrio sp. 10n.3
4904,mg592430.1,vibrio sp. 10n.3
4905,mg592431.1,vibrio sp. 10n.3
4906,mg592434.1,vibrio sp. 10n.3
4907,mg592435.1,vibrio sp. 10n.3
4908,mg592436.1,vibrio sp. 10n.3
4909,mg592444.1,vibrio sp. 10n.3
4910,mg592446.1,vibrio sp. 10n.3
4911,mg592447.1,vibrio sp. 10n.3
4912,mg592451.1,vibrio sp. 10n.3
4913,mg592454.1,vibrio sp. 10n.3
4914,mg592455.1,vibrio sp. 10n.3
4915,mg592458.1,vibrio sp. 10n.3
4916,mg592463.1,vibrio sp. 10n.3
4917,mg592464.1,vibrio sp. 10n.3
4918,mg592469.1,vibrio sp. 10n.3
4919,mg592470.1,vibrio sp. 10n.3
4920,mg592477.1,vibrio sp. 10n.3
4921,mg592480.1,vibrio sp. 10n.3
4922,mg592486.1,vibrio sp. 10n.3
4923,mg592492.1,vibrio sp. 10n.3
4924,mg592494.1,vibrio sp. 10n.3
4925,mg592496.1,vibrio sp. 10n.3
4926,mg592499.1,vibrio sp. 10n.3
4927,mg592500.1,vibrio sp. 10n.3
4928,mg592502.1,vibrio sp. 10n.3
4929,mg592506.1,vibrio sp. 10n.3
4930,mg592507.1,vibrio sp. 10n.3
4931,mg592509.1,vibrio sp. 10n.3
4932,mg592514.1,vibrio sp. 10n.3
4933,mg592515.1,vibrio sp. 10n.3
4934,mg592518.1,vibrio sp. 10n.3
4935,mg592519.1,vibrio sp. 10n.3
4936,mg592522.1,vibrio sp. 10n.3
4937,mg592523.1,vibrio sp. 10n.3
4938,mg592526.1,vibrio sp. 10n.3
4939,mg592527.1,vibrio sp. 10n.3
4940,mg592528.1,vibrio sp. 10n.3
4941,mg592536.1,vibrio sp. 10n.3
4942,mg592538.1,vibrio sp. 10n.3
4943,mg592540.1,vibrio sp. 10n.3
4944,mg592541.1,vibrio sp. 10n.3
4945,mg592542.1,vibrio sp. 10n.3
4946,mg592543.1,vibrio sp. 10n.3
4947,mg592546.1,vibrio sp. 10n.3
4948,mg592548.1,vibrio sp. 10n.3
4949,mg592551.1,vibrio sp. 10n.3
4950,mg592553.1,vibrio sp. 10n.3
4951,mg592561.1,vibrio sp. 10n.3
4952,mg592563.1,vibrio sp. 10n.3
4953,mg592578.1,vibrio sp. 10n.3
4954,mg592579.1,vibrio sp. 10n.3
4955,mg592580.1,vibrio sp. 10n.3
4956,mg592585.1,vibrio sp. 10n.3
4957,mg592587.1,vibrio sp. 10n.3
4958,mg592589.1,vibrio sp. 10n.3
4959,mg592590.1,vibrio sp. 10n.3
4960,mg592592.1,vibrio sp. 10n.3
4961,mg592597.1,vibrio sp. 10n.3
4962,mg592599.1,vibrio sp. 10n.3
4963,mg592603.1,vibrio sp. 10n.3
4964,mg592608.1,vibrio sp. 10n.3
4965,mg592609.1,vibrio sp. 10n.3
4966,mg592610.1,vibrio sp. 10n.3
4967,mg592612.1,vibrio sp. 10n.3
4968,mg592614.1,vibrio sp. 10n.3
4969,mg592619.1,vibrio sp. 10n.3
4970,mg592621.1,vibrio sp. 10n.3
4971,mg592623.1,vibrio sp. 10n.3
4972,mg592625.1,vibrio sp. 10n.3
4973,mg592627.1,vibrio sp. 10n.3
4974,mg592629.1,vibrio sp. 10n.3
4975,mg592630.1,vibrio sp. 10n.3
4976,mg592631.1,vibrio sp. 10n.3
4977,mg592632.1,vibrio sp. 10n.3
4978,mg592636.1,vibrio sp. 10n.3
4979,mg592641.1,vibrio sp. 10n.3
4980,mg592642.1,vibrio sp. 10n.3
4981,mg592644.1,vibrio sp. 10n.3
4982,mg592647.1,vibrio sp. 10n.3
4983,mg592649.1,vibrio sp. 10n.3
4984,mg592654.1,vibrio sp. 10n.3
4985,mg592655.1,vibrio sp. 10n.3
4986,mg592657.1,vibrio sp. 10n.3
4987,mg592661.1,vibrio sp. 10n.3
4988,mg592665.1,vibrio sp. 10n.3
4989,mg592667.1,vibrio sp. 10n.3
4990,mg592672.1,vibrio sp. 10n.3
4991,mg592390.1,vibrio sp. 10n.4
4992,mg592392.1,vibrio sp. 10n.4
4993,mg592394.1,vibrio sp. 10n.4
4994,mg592395.1,vibrio sp. 10n.4
4995,mg592400.1,vibrio sp. 10n.4
4996,mg592401.1,vibrio sp. 10n.4
4997,mg592402.1,vibrio sp. 10n.4
4998,mg592406.1,vibrio sp. 10n.4
4999,mg592407.1,vibrio sp. 10n.4
5000,mg592409.1,vibrio sp. 10n.4
5001,mg592413.1,vibrio sp. 10n.4
5002,mg592414.1,vibrio sp. 10n.4
5003,mg592417.1,vibrio sp. 10n.4
5004,mg592421.1,vibrio sp. 10n.4
5005,mg592422.1,vibrio sp. 10n.4
5006,mg592423.1,vibrio sp. 10n.4
5007,mg592428.1,vibrio sp. 10n.4
5008,mg592430.1,vibrio sp. 10n.4
5009,mg592435.1,vibrio sp. 10n.4
5010,mg592440.1,vibrio sp. 10n.4
5011,mg592442.1,vibrio sp. 10n.4
5012,mg592443.1,vibrio sp. 10n.4
5013,mg592444.1,vibrio sp. 10n.4
5014,mg592448.1,vibrio sp. 10n.4
5015,mg592452.1,vibrio sp. 10n.4
5016,mg592456.1,vibrio sp. 10n.4
5017,mg592457.1,vibrio sp. 10n.4
5018,mg592459.1,vibrio sp. 10n.4
5019,mg592460.1,vibrio sp. 10n.4
5020,mg592462.1,vibrio sp. 10n.4
5021,mg592464.1,vibrio sp. 10n.4
5022,mg592465.1,vibrio sp. 10n.4
5023,mg592468.1,vibrio sp. 10n.4
5024,mg592474.1,vibrio sp. 10n.4
5025,mg592476.1,vibrio sp. 10n.4
5026,mg592478.1,vibrio sp. 10n.4
5027,mg592484.1,vibrio sp. 10n.4
5028,mg592487.1,vibrio sp. 10n.4
5029,mg592492.1,vibrio sp. 10n.4
5030,mg592494.1,vibrio sp. 10n.4
5031,mg592504.1,vibrio sp. 10n.4
5032,mg592505.1,vibrio sp. 10n.4
5033,mg592508.1,vibrio sp. 10n.4
5034,mg592511.1,vibrio sp. 10n.4
5035,mg592515.1,vibrio sp. 10n.4
5036,mg592518.1,vibrio sp. 10n.4
5037,mg592527.1,vibrio sp. 10n.4
5038,mg592530.1,vibrio sp. 10n.4
5039,mg592536.1,vibrio sp. 10n.4
5040,mg592537.1,vibrio sp. 10n.4
5041,mg592541.1,vibrio sp. 10n.4
5042,mg592542.1,vibrio sp. 10n.4
5043,mg592548.1,vibrio sp. 10n.4
5044,mg592549.1,vibrio sp. 10n.4
5045,mg592560.1,vibrio sp. 10n.4
5046,mg592561.1,vibrio sp. 10n.4
5047,mg592564.1,vibrio sp. 10n.4
5048,mg592565.1,vibrio sp. 10n.4
5049,mg592574.1,vibrio sp. 10n.4
5050,mg592576.1,vibrio sp. 10n.4
5051,mg592578.1,vibrio sp. 10n.4
5052,mg592583.1,vibrio sp. 10n.4
5053,mg592596.1,vibrio sp. 10n.4
5054,mg592599.1,vibrio sp. 10n.4
5055,mg592601.1,vibrio sp. 10n.4
5056,mg592605.1,vibrio sp. 10n.4
5057,mg592610.1,vibrio sp. 10n.4
5058,mg592612.1,vibrio sp. 10n.4
5059,mg592617.1,vibrio sp. 10n.4
5060,mg592622.1,vibrio sp. 10n.4
5061,mg592626.1,vibrio sp. 10n.4
5062,mg592627.1,vibrio sp. 10n.4
5063,mg592629.1,vibrio sp. 10n.4
5064,mg592630.1,vibrio sp. 10n.4
5065,mg592631.1,vibrio sp. 10n.4
5066,mg592636.1,vibrio sp. 10n.4
5067,mg592642.1,vibrio sp. 10n.4
5068,mg592645.1,vibrio sp. 10n.4
5069,mg592647.1,vibrio sp. 10n.4
5070,mg592651.1,vibrio sp. 10n.4
5071,mg592660.1,vibrio sp. 10n.4
5072,mg592666.1,vibrio sp. 10n.4
5073,mg592671.1,vibrio sp. 10n.4
5074,mg592391.1,vibrio sp. 10n.5
5075,mg592399.1,vibrio sp. 10n.5
5076,mg592400.1,vibrio sp. 10n.5
5077,mg592401.1,vibrio sp. 10n.5
5078,mg592402.1,vibrio sp. 10n.5
5079,mg592407.1,vibrio sp. 10n.5
5080,mg592408.1,vibrio sp. 10n.5
5081,mg592409.1,vibrio sp. 10n.5
5082,mg592410.1,vibrio sp. 10n.5
5083,mg592417.1,vibrio sp. 10n.5
5084,mg592418.1,vibrio sp. 10n.5
5085,mg592421.1,vibrio sp. 10n.5
5086,mg592424.1,vibrio sp. 10n.5
5087,mg592428.1,vibrio sp. 10n.5
5088,mg592430.1,vibrio sp. 10n.5
5089,mg592432.1,vibrio sp. 10n.5
5090,mg592436.1,vibrio sp. 10n.5
5091,mg592437.1,vibrio sp. 10n.5
5092,mg592439.1,vibrio sp. 10n.5
5093,mg592440.1,vibrio sp. 10n.5
5094,mg592443.1,vibrio sp. 10n.5
5095,mg592444.1,vibrio sp. 10n.5
5096,mg592447.1,vibrio sp. 10n.5
5097,mg592450.1,vibrio sp. 10n.5
5098,mg592451.1,vibrio sp. 10n.5
5099,mg592452.1,vibrio sp. 10n.5
5100,mg592453.1,vibrio sp. 10n.5
5101,mg592454.1,vibrio sp. 10n.5
5102,mg592457.1,vibrio sp. 10n.5
5103,mg592459.1,vibrio sp. 10n.5
5104,mg592460.1,vibrio sp. 10n.5
5105,mg592462.1,vibrio sp. 10n.5
5106,mg592464.1,vibrio sp. 10n.5
5107,mg592467.1,vibrio sp. 10n.5
5108,mg592470.1,vibrio sp. 10n.5
5109,mg592472.1,vibrio sp. 10n.5
5110,mg592473.1,vibrio sp. 10n.5
5111,mg592474.1,vibrio sp. 10n.5
5112,mg592477.1,vibrio sp. 10n.5
5113,mg592483.1,vibrio sp. 10n.5
5114,mg592488.1,vibrio sp. 10n.5
5115,mg592490.1,vibrio sp. 10n.5
5116,mg592492.1,vibrio sp. 10n.5
5117,mg592495.1,vibrio sp. 10n.5
5118,mg592498.1,vibrio sp. 10n.5
5119,mg592499.1,vibrio sp. 10n.5
5120,mg592503.1,vibrio sp. 10n.5
5121,mg592504.1,vibrio sp. 10n.5
5122,mg592508.1,vibrio sp. 10n.5
5123,mg592512.1,vibrio sp. 10n.5
5124,mg592515.1,vibrio sp. 10n.5
5125,mg592516.1,vibrio sp. 10n.5
5126,mg592521.1,vibrio sp. 10n.5
5127,mg592522.1,vibrio sp. 10n.5
5128,mg592528.1,vibrio sp. 10n.5
5129,mg592531.1,vibrio sp. 10n.5
5130,mg592532.1,vibrio sp. 10n.5
5131,mg592533.1,vibrio sp. 10n.5
5132,mg592534.1,vibrio sp. 10n.5
5133,mg592537.1,vibrio sp. 10n.5
5134,mg592545.1,vibrio sp. 10n.5
5135,mg592546.1,vibrio sp. 10n.5
5136,mg592547.1,vibrio sp. 10n.5
5137,mg592550.1,vibrio sp. 10n.5
5138,mg592553.1,vibrio sp. 10n.5
5139,mg592554.1,vibrio sp. 10n.5
5140,mg592560.1,vibrio sp. 10n.5
5141,mg592561.1,vibrio sp. 10n.5
5142,mg592563.1,vibrio sp. 10n.5
5143,mg592566.1,vibrio sp. 10n.5
5144,mg592567.1,vibrio sp. 10n.5
5145,mg592569.1,vibrio sp. 10n.5
5146,mg592571.1,vibrio sp. 10n.5
5147,mg592574.1,vibrio sp. 10n.5
5148,mg592577.1,vibrio sp. 10n.5
5149,mg592578.1,vibrio sp. 10n.5
5150,mg592580.1,vibrio sp. 10n.5
5151,mg592583.1,vibrio sp. 10n.5
5152,mg592585.1,vibrio sp. 10n.5
5153,mg592588.1,vibrio sp. 10n.5
5154,mg592590.1,vibrio sp. 10n.5
5155,mg592592.1,vibrio sp. 10n.5
5156,mg592594.1,vibrio sp. 10n.5
5157,mg592596.1,vibrio sp. 10n.5
5158,mg592599.1,vibrio sp. 10n.5
5159,mg592601.1,vibrio sp. 10n.5
5160,mg592605.1,vibrio sp. 10n.5
5161,mg592610.1,vibrio sp. 10n.5
5162,mg592611.1,vibrio sp. 10n.5
5163,mg592619.1,vibrio sp. 10n.5
5164,mg592621.1,vibrio sp. 10n.5
5165,mg592626.1,vibrio sp. 10n.5
5166,mg592627.1,vibrio sp. 10n.5
5167,mg592629.1,vibrio sp. 10n.5
5168,mg592631.1,vibrio sp. 10n.5
5169,mg592640.1,vibrio sp. 10n.5
5170,mg592644.1,vibrio sp. 10n.5
5171,mg592645.1,vibrio sp. 10n.5
5172,mg592650.1,vibrio sp. 10n.5
5173,mg592651.1,vibrio sp. 10n.5
5174,mg592655.1,vibrio sp. 10n.5
5175,mg592656.1,vibrio sp. 10n.5
5176,mg592657.1,vibrio sp. 10n.5
5177,mg592658.1,vibrio sp. 10n.5
5178,mg592659.1,vibrio sp. 10n.5
5179,mg592666.1,vibrio sp. 10n.5
5180,mg592671.1,vibrio sp. 10n.5
5181,mg592672.1,vibrio sp. 10n.5
5182,mg592391.1,vibrio sp. f12
5183,mg592392.1,vibrio sp. f12
5184,mg592393.1,vibrio sp. f12
5185,mg592394.1,vibrio sp. f12
5186,mg592395.1,vibrio sp. f12
5187,mg592396.1,vibrio sp. f12
5188,mg592399.1,vibrio sp. f12
5189,mg592400.1,vibrio sp. f12
5190,mg592401.1,vibrio sp. f12
5191,mg592402.1,vibrio sp. f12
5192,mg592403.1,vibrio sp. f12
5193,mg592407.1,vibrio sp. f12
5194,mg592411.1,vibrio sp. f12
5195,mg592414.1,vibrio sp. f12
5196,mg592416.1,vibrio sp. f12
5197,mg592418.1,vibrio sp. f12
5198,mg592420.1,vibrio sp. f12
5199,mg592421.1,vibrio sp. f12
5200,mg592424.1,vibrio sp. f12
5201,mg592426.1,vibrio sp. f12
5202,mg592427.1,vibrio sp. f12
5203,mg592430.1,vibrio sp. f12
5204,mg592434.1,vibrio sp. f12
5205,mg592435.1,vibrio sp. f12
5206,mg592437.1,vibrio sp. f12
5207,mg592438.1,vibrio sp. f12
5208,mg592439.1,vibrio sp. f12
5209,mg592440.1,vibrio sp. f12
5210,mg592442.1,vibrio sp. f12
5211,mg592443.1,vibrio sp. f12
5212,mg592444.1,vibrio sp. f12
5213,mg592446.1,vibrio sp. f12
5214,mg592448.1,vibrio sp. f12
5215,mg592449.1,vibrio sp. f12
5216,mg592451.1,vibrio sp. f12
5217,mg592455.1,vibrio sp. f12
5218,mg592459.1,vibrio sp. f12
5219,mg592461.1,vibrio sp. f12
5220,mg592462.1,vibrio sp. f12
5221,mg592467.1,vibrio sp. f12
5222,mg592468.1,vibrio sp. f12
5223,mg592469.1,vibrio sp. f12
5224,mg592474.1,vibrio sp. f12
5225,mg592475.1,vibrio sp. f12
5226,mg592480.1,vibrio sp. f12
5227,mg592483.1,vibrio sp. f12
5228,mg592484.1,vibrio sp. f12
5229,mg592488.1,vibrio sp. f12
5230,mg592495.1,vibrio sp. f12
5231,mg592498.1,vibrio sp. f12
5232,mg592500.1,vibrio sp. f12
5233,mg592501.1,vibrio sp. f12
5234,mg592502.1,vibrio sp. f12
5235,mg592503.1,vibrio sp. f12
5236,mg592505.1,vibrio sp. f12
5237,mg592506.1,vibrio sp. f12
5238,mg592511.1,vibrio sp. f12
5239,mg592512.1,vibrio sp. f12
5240,mg592514.1,vibrio sp. f12
5241,mg592515.1,vibrio sp. f12
5242,mg592517.1,vibrio sp. f12
5243,mg592518.1,vibrio sp. f12
5244,mg592528.1,vibrio sp. f12
5245,mg592533.1,vibrio sp. f12
5246,mg592534.1,vibrio sp. f12
5247,mg592537.1,vibrio sp. f12
5248,mg592538.1,vibrio sp. f12
5249,mg592542.1,vibrio sp. f12
5250,mg592544.1,vibrio sp. f12
5251,mg592546.1,vibrio sp. f12
5252,mg592547.1,vibrio sp. f12
5253,mg592548.1,vibrio sp. f12
5254,mg592551.1,vibrio sp. f12
5255,mg592553.1,vibrio sp. f12
5256,mg592554.1,vibrio sp. f12
5257,mg592564.1,vibrio sp. f12
5258,mg592565.1,vibrio sp. f12
5259,mg592569.1,vibrio sp. f12
5260,mg592573.1,vibrio sp. f12
5261,mg592574.1,vibrio sp. f12
5262,mg592580.1,vibrio sp. f12
5263,mg592581.1,vibrio sp. f12
5264,mg592594.1,vibrio sp. f12
5265,mg592595.1,vibrio sp. f12
5266,mg592597.1,vibrio sp. f12
5267,mg592599.1,vibrio sp. f12
5268,mg592603.1,vibrio sp. f12
5269,mg592608.1,vibrio sp. f12
5270,mg592612.1,vibrio sp. f12
5271,mg592614.1,vibrio sp. f12
5272,mg592626.1,vibrio sp. f12
5273,mg592631.1,vibrio sp. f12
5274,mg592632.1,vibrio sp. f12
5275,mg592636.1,vibrio sp. f12
5276,mg592643.1,vibrio sp. f12
5277,mg592649.1,vibrio sp. f12
5278,mg592651.1,vibrio sp. f12
5279,mg592656.1,vibrio sp. f12
5280,mg592660.1,vibrio sp. f12
5281,mg592663.1,vibrio sp. f12
5282,mg592665.1,vibrio sp. f12
5283,mg592390.1,vibrio sp. f13
5284,mg592391.1,vibrio sp. f13
5285,mg592401.1,vibrio sp. f13
5286,mg592402.1,vibrio sp. f13
5287,mg592403.1,vibrio sp. f13
5288,mg592407.1,vibrio sp. f13
5289,mg592408.1,vibrio sp. f13
5290,mg592409.1,vibrio sp. f13
5291,mg592411.1,vibrio sp. f13
5292,mg592413.1,vibrio sp. f13
5293,mg592414.1,vibrio sp. f13
5294,mg592415.1,vibrio sp. f13
5295,mg592420.1,vibrio sp. f13
5296,mg592423.1,vibrio sp. f13
5297,mg592425.1,vibrio sp. f13
5298,mg592427.1,vibrio sp. f13
5299,mg592428.1,vibrio sp. f13
5300,mg592433.1,vibrio sp. f13
5301,mg592441.1,vibrio sp. f13
5302,mg592449.1,vibrio sp. f13
5303,mg592453.1,vibrio sp. f13
5304,mg592457.1,vibrio sp. f13
5305,mg592458.1,vibrio sp. f13
5306,mg592460.1,vibrio sp. f13
5307,mg592462.1,vibrio sp. f13
5308,mg592470.1,vibrio sp. f13
5309,mg592472.1,vibrio sp. f13
5310,mg592480.1,vibrio sp. f13
5311,mg592484.1,vibrio sp. f13
5312,mg592486.1,vibrio sp. f13
5313,mg592492.1,vibrio sp. f13
5314,mg592494.1,vibrio sp. f13
5315,mg592498.1,vibrio sp. f13
5316,mg592499.1,vibrio sp. f13
5317,mg592501.1,vibrio sp. f13
5318,mg592502.1,vibrio sp. f13
5319,mg592504.1,vibrio sp. f13
5320,mg592505.1,vibrio sp. f13
5321,mg592506.1,vibrio sp. f13
5322,mg592509.1,vibrio sp. f13
5323,mg592513.1,vibrio sp. f13
5324,mg592523.1,vibrio sp. f13
5325,mg592524.1,vibrio sp. f13
5326,mg592526.1,vibrio sp. f13
5327,mg592527.1,vibrio sp. f13
5328,mg592531.1,vibrio sp. f13
5329,mg592533.1,vibrio sp. f13
5330,mg592538.1,vibrio sp. f13
5331,mg592545.1,vibrio sp. f13
5332,mg592548.1,vibrio sp. f13
5333,mg592552.1,vibrio sp. f13
5334,mg592553.1,vibrio sp. f13
5335,mg592554.1,vibrio sp. f13
5336,mg592559.1,vibrio sp. f13
5337,mg592560.1,vibrio sp. f13
5338,mg592565.1,vibrio sp. f13
5339,mg592572.1,vibrio sp. f13
5340,mg592573.1,vibrio sp. f13
5341,mg592574.1,vibrio sp. f13
5342,mg592583.1,vibrio sp. f13
5343,mg592585.1,vibrio sp. f13
5344,mg592587.1,vibrio sp. f13
5345,mg592588.1,vibrio sp. f13
5346,mg592601.1,vibrio sp. f13
5347,mg592605.1,vibrio sp. f13
5348,mg592609.1,vibrio sp. f13
5349,mg592610.1,vibrio sp. f13
5350,mg592611.1,vibrio sp. f13
5351,mg592612.1,vibrio sp. f13
5352,mg592614.1,vibrio sp. f13
5353,mg592615.1,vibrio sp. f13
5354,mg592619.1,vibrio sp. f13
5355,mg592620.1,vibrio sp. f13
5356,mg592621.1,vibrio sp. f13
5357,mg592625.1,vibrio sp. f13
5358,mg592627.1,vibrio sp. f13
5359,mg592629.1,vibrio sp. f13
5360,mg592633.1,vibrio sp. f13
5361,mg592636.1,vibrio sp. f13
5362,mg592638.1,vibrio sp. f13
5363,mg592640.1,vibrio sp. f13
5364,mg592642.1,vibrio sp. f13
5365,mg592644.1,vibrio sp. f13
5366,mg592645.1,vibrio sp. f13
5367,mg592647.1,vibrio sp. f13
5368,mg592649.1,vibrio sp. f13
5369,mg592656.1,vibrio sp. f13
5370,mg592658.1,vibrio sp. f13
5371,mg592660.1,vibrio sp. f13
5372,mg592661.1,vibrio sp. f13
5373,mg592663.1,vibrio sp. f13
5374,mg592666.1,vibrio sp. f13
5375,mg592671.1,vibrio sp. f13
5376,mg592390.1,vibrio splendidus
5377,mg592392.1,vibrio splendidus
5378,mg592393.1,vibrio splendidus
5379,mg592394.1,vibrio splendidus
5380,mg592396.1,vibrio splendidus
5381,mg592398.1,vibrio splendidus
5382,mg592401.1,vibrio splendidus
5383,mg592402.1,vibrio splendidus
5384,mg592403.1,vibrio splendidus
5385,mg592406.1,vibrio splendidus
5386,mg592407.1,vibrio splendidus
5387,mg592409.1,vibrio splendidus
5388,mg592410.1,vibrio splendidus
5389,mg592414.1,vibrio splendidus
5390,mg592415.1,vibrio splendidus
5391,mg592416.1,vibrio splendidus
5392,mg592418.1,vibrio splendidus
5393,mg592424.1,vibrio splendidus
5394,mg592425.1,vibrio splendidus
5395,mg592426.1,vibrio splendidus
5396,mg592427.1,vibrio splendidus
5397,mg592428.1,vibrio splendidus
5398,mg592430.1,vibrio splendidus
5399,mg592433.1,vibrio splendidus
5400,mg592436.1,vibrio splendidus
5401,mg592437.1,vibrio splendidus
5402,mg592438.1,vibrio splendidus
5403,mg592439.1,vibrio splendidus
5404,mg592440.1,vibrio splendidus
5405,mg592442.1,vibrio splendidus
5406,mg592443.1,vibrio splendidus
5407,mg592446.1,vibrio splendidus
5408,mg592447.1,vibrio splendidus
5409,mg592448.1,vibrio splendidus
5410,mg592450.1,vibrio splendidus
5411,mg592452.1,vibrio splendidus
5412,mg592453.1,vibrio splendidus
5413,mg592454.1,vibrio splendidus
5414,mg592455.1,vibrio splendidus
5415,mg592456.1,vibrio splendidus
5416,mg592458.1,vibrio splendidus
5417,mg592460.1,vibrio splendidus
5418,mg592461.1,vibrio splendidus
5419,mg592462.1,vibrio splendidus
5420,mg592464.1,vibrio splendidus
5421,mg592466.1,vibrio splendidus
5422,mg592467.1,vibrio splendidus
5423,mg592469.1,vibrio splendidus
5424,mg592473.1,vibrio splendidus
5425,mg592474.1,vibrio splendidus
5426,mg592475.1,vibrio splendidus
5427,mg592478.1,vibrio splendidus
5428,mg592480.1,vibrio splendidus
5429,mg592484.1,vibrio splendidus
5430,mg592487.1,vibrio splendidus
5431,mg592492.1,vibrio splendidus
5432,mg592495.1,vibrio splendidus
5433,mg592496.1,vibrio splendidus
5434,mg592499.1,vibrio splendidus
5435,mg592500.1,vibrio splendidus
5436,mg592501.1,vibrio splendidus
5437,mg592503.1,vibrio splendidus
5438,mg592504.1,vibrio splendidus
5439,mg592509.1,vibrio splendidus
5440,mg592512.1,vibrio splendidus
5441,mg592513.1,vibrio splendidus
5442,mg592514.1,vibrio splendidus
5443,mg592515.1,vibrio splendidus
5444,mg592516.1,vibrio splendidus
5445,mg592518.1,vibrio splendidus
5446,mg592519.1,vibrio splendidus
5447,mg592520.1,vibrio splendidus
5448,mg592521.1,vibrio splendidus
5449,mg592522.1,vibrio splendidus
5450,mg592523.1,vibrio splendidus
5451,mg592526.1,vibrio splendidus
5452,mg592528.1,vibrio splendidus
5453,mg592530.1,vibrio splendidus
5454,mg592531.1,vibrio splendidus
5455,mg592534.1,vibrio splendidus
5456,mg592537.1,vibrio splendidus
5457,mg592538.1,vibrio splendidus
5458,mg592539.1,vibrio splendidus
5459,mg592540.1,vibrio splendidus
5460,mg592541.1,vibrio splendidus
5461,mg592542.1,vibrio splendidus
5462,mg592545.1,vibrio splendidus
5463,mg592546.1,vibrio splendidus
5464,mg592547.1,vibrio splendidus
5465,mg592548.1,vibrio splendidus
5466,mg592550.1,vibrio splendidus
5467,mg592553.1,vibrio splendidus
5468,mg592554.1,vibrio splendidus
5469,mg592561.1,vibrio splendidus
5470,mg592562.1,vibrio splendidus
5471,mg592566.1,vibrio splendidus
5472,mg592567.1,vibrio splendidus
5473,mg592569.1,vibrio splendidus
5474,mg592571.1,vibrio splendidus
5475,mg592572.1,vibrio splendidus
5476,mg592573.1,vibrio splendidus
5477,mg592574.1,vibrio splendidus
5478,mg592577.1,vibrio splendidus
5479,mg592578.1,vibrio splendidus
5480,mg592584.1,vibrio splendidus
5481,mg592585.1,vibrio splendidus
5482,mg592591.1,vibrio splendidus
5483,mg592592.1,vibrio splendidus
5484,mg592593.1,vibrio splendidus
5485,mg592599.1,vibrio splendidus
5486,mg592600.1,vibrio splendidus
5487,mg592605.1,vibrio splendidus
5488,mg592607.1,vibrio splendidus
5489,mg592608.1,vibrio splendidus
5490,mg592609.1,vibrio splendidus
5491,mg592612.1,vibrio splendidus
5492,mg592614.1,vibrio splendidus
5493,mg592617.1,vibrio splendidus
5494,mg592619.1,vibrio splendidus
5495,mg592621.1,vibrio splendidus
5496,mg592623.1,vibrio splendidus
5497,mg592624.1,vibrio splendidus
5498,mg592626.1,vibrio splendidus
5499,mg592629.1,vibrio splendidus
5500,mg592635.1,vibrio splendidus
5501,mg592642.1,vibrio splendidus
5502,mg592647.1,vibrio splendidus
5503,mg592648.1,vibrio splendidus
5504,mg592649.1,vibrio splendidus
5505,mg592651.1,vibrio splendidus
