phage_id	phage_def	host	flag	phage_organism	phage_kingdom	phage_phylum	phage_class	phage_order	phage_family	phage_genus	phage_species	host_kingdom	host_phylum	host_class	host_order	host_family	host_genus	host_species
LN610587	Pseudomonas phage vB_PaeM_C2-10_Ab15	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_C2-10_Ab15	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pakpunavirus	Pseudomonas virus CAb1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610581	Pseudomonas phage vB_PaeM_PAO1_Ab04	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_PAO1_Ab04	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Nankokuvirus	Pseudomonas virus Ab03	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610582	Pseudomonas phage vB_PaeM_PAO1_Ab06	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_PAO1_Ab06	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Nankokuvirus	Pseudomonas virus Ab03	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610583	Pseudomonas phage vB_PaeM_PAO1_Ab11	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_PAO1_Ab11	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Nankokuvirus	Pseudomonas virus Ab03	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610576	Pseudomonas phage vB_PaeM_PAO1_Ab17	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_PAO1_Ab17	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Nankokuvirus	Pseudomonas virus Ab03	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610573	Pseudomonas phage vB_PaeM_PAO1_Ab03	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_PAO1_Ab03	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Nankokuvirus	Pseudomonas virus Ab03	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610588	Pseudomonas phage vB_PaeM_PAO1_Ab29	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_PAO1_Ab29	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas phage vB_PaeM_PAO1_Ab29	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610579	Pseudomonas phage vB_PaeM_PAO1_Ab27	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_PAO1_Ab27	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas phage vB_PaeM_PAO1_Ab27	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610589	Pseudomonas phage vB_PaeM_C1-14_Ab28	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_C1-14_Ab28	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas virus Ab28	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
AJ697969	Pseudomonas phage EL	Pseudomonas aeruginosa	validate2	Pseudomonas phage EL	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Elvirus	Pseudomonas virus EL	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
EU716414	Pseudomonas phage PB1	Pseudomonas aeruginosa	validate2	Pseudomonas phage PB1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas virus PB1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
FM201281	Pseudomonas phage LBL3	Pseudomonas aeruginosa	validate2	Pseudomonas phage LBL3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas virus LBL3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
FM201282	Pseudomonas phage LMA2	Pseudomonas aeruginosa	validate2	Pseudomonas phage LMA2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas virus LMA2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
FM887021	Pseudomonas phage SN	Pseudomonas aeruginosa	validate2	Pseudomonas phage SN	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas virus SN	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
GU815091	Pseudomonas phage JG024	Pseudomonas aeruginosa	validate2	Pseudomonas phage JG024	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas virus JG024	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
GU988610	Pseudomonas phage JG004	Pseudomonas aeruginosa	validate2	Pseudomonas phage JG004	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pakpunavirus	Pseudomonas virus JG004	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
AB560486	Pseudomonas phage KPP12	Pseudomonas aeruginosa	validate2	Pseudomonas phage KPP12	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas virus KPP12	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
JN254800	Pseudomonas phage NH-4	Pseudomonas aeruginosa	validate2	Pseudomonas phage NH-4	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas virus NH4	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610572	Pseudomonas phage vB_PaeM_C2-10_Ab02	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeM_C2-10_Ab02	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pakpunavirus	Pseudomonas virus CAb02	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
KF981875	Pseudomonas phage SPM-1	Pseudomonas aeruginosa	validate2	Pseudomonas phage SPM-1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Pbunavirus	Pseudomonas virus F8	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610580	Pseudomonas phage vB_PaeP_PAO1_1-15pyo	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeP_PAO1_1-15pyo	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Phikmvvirus	Pseudomonas virus 15pyo	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
HF543949	Pseudomonas phage vB_PaeP_p2-10_Or1	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeP_p2-10_Or1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Bruynoghevirus	Pseudomonas phage vB_PaeP_p2-10_Or1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610574	Pseudomonas phage vB_PaeP_PAO1_Ab05	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeP_PAO1_Ab05	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Phikmvvirus	Pseudomonas virus Ab05	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610578	Pseudomonas phage vB_PaeP_C2-10_Ab22	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeP_C2-10_Ab22	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Bruynoghevirus	Pseudomonas virus Ab22	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
AM265638	Pseudomonas phage LKD16	Pseudomonas aeruginosa	validate2	Pseudomonas phage LKD16	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Phikmvvirus	Pseudomonas virus LKD16	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
AM265639	Pseudomonas phage LKA1	Pseudomonas aeruginosa	validate2	Pseudomonas phage LKA1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Stubburvirus	Pseudomonas virus LKA1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
EU056923	Pseudomonas phage PT5	Pseudomonas aeruginosa	validate2	Pseudomonas phage PT5	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Phikmvvirus	Pseudomonas virus PT5	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
AM910650	Pseudomonas phage LUZ24	Pseudomonas aeruginosa	validate2	Pseudomonas virus LUZ24	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Bruynoghevirus	Pseudomonas virus LUZ24	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
FN263372	Pseudomonas phage phikF77	Pseudomonas aeruginosa	validate2	Pseudomonas phage phikF77	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Phikmvvirus	Pseudomonas virus kF77	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
FN422398	Pseudomonas phage LUZ7	Pseudomonas aeruginosa	validate2	Pseudomonas phage LUZ7	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Luzseptimavirus	Pseudomonas virus LUZ7	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
FN422399	Pseudomonas phage LIT1	Pseudomonas aeruginosa	validate2	Pseudomonas phage LIT1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Litunavirus	Pseudomonas virus LIT1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
JX997978	Pseudomonas phage MPK6	Pseudomonas aeruginosa	validate2	Pseudomonas phage MPK6	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Phikmvvirus	Pseudomonas virus MPK6	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
HG518155	Pseudomonas phage TL	Pseudomonas aeruginosa	validate2	Pseudomonas phage TL	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Bruynoghevirus	Pseudomonas virus TL	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
KF856712	Pseudomonas phage phiIBB-PAA2	Pseudomonas aeruginosa	validate2	Pseudomonas phage phiIBB-PAA2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Bruynoghevirus	Pseudomonas virus PAA2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
AB910393	Pseudomonas phage KPP25	Pseudomonas aeruginosa	validate2	Pseudomonas phage KPP25	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Kochitakasuvirus	Pseudomonas virus KPP25	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
HG962375	Pseudomonas phage vB_PaeP_C2-10_Ab09	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeP_C2-10_Ab09	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Litunavirus	Pseudomonas virus Ab09	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610585	Pseudomonas phage vB_PaeS_PAO1_Ab20	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeS_PAO1_Ab20	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Abidjanvirus	Pseudomonas virus Ab18	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610577	Pseudomonas phage vB_PaeS_PAO1_Ab18	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeS_PAO1_Ab18	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Abidjanvirus	Pseudomonas virus Ab18	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
LN610590	Pseudomonas phage vB_PaeS_PAO1_Ab30	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeS_PAO1_Ab30	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Casadabanvirus	Pseudomonas phage vB_PaeS_PAO1_Ab30	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
AF165214	Pseudomonas phage D3	Pseudomonas aeruginosa	validate2	Pseudomonas virus D3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Detrevirus	Pseudomonas virus D3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
AM749441	Pseudomonas phage YuA	Pseudomonas aeruginosa	validate2	Pseudomonas virus Yua	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Yuavirus	Pseudomonas virus Yua	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
AP009624	Pseudomonas phage PAJU2	Pseudomonas aeruginosa	validate2	Pseudomonas phage PAJU2	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Pseudomonas phage PAJU2	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
HM624080	Pseudomonas phage PA1/KOR/2010	Pseudomonas aeruginosa	validate2	Pseudomonas virus PA1KOR	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Casadabanvirus	Pseudomonas virus PA1KOR	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
HQ711984	Pseudomonas phage phi297	Pseudomonas aeruginosa	validate2	Pseudomonas phage phi297	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Pseudomonas phage phi297	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
HQ711985	Pseudomonas phage vB_PaeS_PMG1	Pseudomonas aeruginosa	validate2	Pseudomonas virus PMG1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Detrevirus	Pseudomonas virus PMG1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
HG962376	Pseudomonas phage vB_PaeS_SCH_Ab26	Pseudomonas aeruginosa	validate2	Pseudomonas phage vB_PaeS_SCH_Ab26	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Septimatrevirus	Pseudomonas virus Ab26	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
KJ477077	Pseudomonas phage JD024	Pseudomonas aeruginosa	validate2	Pseudomonas phage JD024	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Casadabanvirus	Pseudomonas phage JD024	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa
GU295964	Klebsiella phage KP15	Klebsiella pneumoniae	validate2	Klebsiella phage KP15	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Slopekvirus	Klebsiella virus KP15	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
HQ918180	Klebsiella phage KP27	Klebsiella pneumoniae	validate2	Klebsiella phage KP27	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Slopekvirus	Klebsiella virus KP27	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
GQ413938	Klebsiella phage KP34	Klebsiella pneumoniae	validate2	Klebsiella phage KP34	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Drulisvirus	Klebsiella virus KP34	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
GQ413937	Klebsiella phage KP32	Klebsiella pneumoniae	validate2	Klebsiella phage KP32	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Przondovirus	Klebsiella virus KP32	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
JQ267364	Klebsiella phage KP36	Klebsiella pneumoniae	validate2	Klebsiella phage KP36	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Drexlerviridae	Webervirus	Klebsiella virus KP36	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae
JQ617284	Helicobacter phage 1961P	Helicobacter pylori	validate2	Helicobacter phage 1961P	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Schmidvirus	Helicobacter virus 1961P	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
AP009390	Enterococcus phage phiEF24C	Enterococcus faecalis	validate2	Enterococcus phage phiEF24C	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Kochikohdavirus	Enterococcus virus EF24C	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
GQ478081	Enterococcus phage phiFL1A	Enterococcus faecalis	validate2	Enterococcus phage phiFL1A	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phifelvirus	Enterococcus virus FL1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
GQ478084	Enterococcus phage phiFL2A	Enterococcus faecalis	validate2	Enterococcus phage phiFL2A	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phifelvirus	Enterococcus virus FL2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
GQ478086	Enterococcus phage phiFL3A	Enterococcus faecalis	validate2	Enterococcus phage phiFL3A	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Phifelvirus	Enterococcus virus FL3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
FJ792813	Enterococcus phage EFAP-1	Enterococcus faecalis	validate2	Enterococcus phage EFAP-1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterococcus phage EFAP-1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
GQ452243	Enterococcus phage phiEf11	Enterococcus faecalis	validate2	Enterococcus phage phiEf11	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterococcus phage phiEf11	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
GQ478088	Enterococcus phage phiFL4A	Enterococcus faecalis	validate2	Enterococcus phage phiFL4A	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterococcus phage phiFL4A	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
GU815339	Enterococcus phage EFRM31	Enterococcus faecalis	validate2	Enterococcus phage EFRM31	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterococcus phage EFRM31	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
AB712291	Enterococcus phage BC-611	Enterococcus faecalis	validate2	Enterococcus phage BC611	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Saphexavirus	Enterococcus virus BC611	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
KF728385	Enterococcus phage IME_EF3	Enterococcus faecalis	validate2	Enterococcus phage IME_EF3	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	Efquatrovirus	Enterococcus virus EF3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
KJ608188	Enterococcus phage EFC-1	Enterococcus faecalis	validate2	Enterococcus phage EFC-1	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	NA	Enterococcus phage EFC-1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
AB012573	Vibrio phage Vf33	Vibrio parahaemolyticus	validate2	Vibrio virus Vf33	Viruses	Hofneiviricota	Faserviricetes	Tubulavirales	Inoviridae	Villovirus	Vibrio virus Vf33	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus
